species	Order	sp	sample_no	Depth	Study	region	Delta15N	Delta13C	ratio.C.N	Z.dens	C.dens	chla	chlb	chlc	chlca	Host.prot.cont	In.cont	Sk.dens	Tot.Lip.cont
Distichopora_violacea	Anthoathecata	Dv	DV007	5.4	Guerbet_et_al	Unknow	5.349	-20.62467773	5.223512559	293200	51400000	0	0	0	0	82320.95492	0	1.715443628	4.35
Distichopora_violacea	Anthoathecata	Dv	DV008	4.1	Guerbet_et_al	Unknow	5.309	-20.43949852	5.289094164	327777.7778	92888888.89	0	0	0	0	138586.3677	0	1.885974874	6.888888889
Distichopora_violacea	Anthoathecata	Dv	DV009	4.7	Guerbet_et_al	Unknow	5.402	-20.27611458	4.717838926	48612.90323	10451612.9	30.71451613	7.567741935	0	0	17988.90926	0	1.943443103	0.879032258
Distichopora_violacea	Anthoathecata	Dv	DV010	2.2	Guerbet_et_al	Unknow	4.484	-16.81920398	7.636748066	136139.5349	54232558.14	0	0	0	0	57743.45207	0	2.047013959	2.534883721
Millepora_platyphylla	Anthoathecata	Mp	MP001	6.2	Guerbet_et_al	Unknow	3.456	-14.78148144	17.09854586	77992716.98	88754716.98	1742.332075	812.3509434	268.6641509	0.154198017	278186.6765	0	1.356095104	1.641509434
Millepora_platyphylla	Anthoathecata	Mp	MP002	6.5	Guerbet_et_al	Unknow	3.107	-14.37930113	12.11895896	144305555.6	101666666.7	1239.088889	427.7611111	162.9222222	0.1314855	150470.4814	0	1.826725472	1.180555556
Millepora_platyphylla	Anthoathecata	Mp	MP004	5.7	Guerbet_et_al	Unknow	2.903	-14.64871336	12.90294835	140095133.3	102533333.3	1113.77	327.1383333	162.48	0.145882902	207689.7189	0	1.640635465	1.05
Millepora_platyphylla	Anthoathecata	Mp	MP005	6	Guerbet_et_al	Unknow	2.587	-14.78563689	13.81554205	77450657.53	71452054.79	765.1191781	320.339726	216.0863014	0.282421755	269541.9136	0	1.873742783	0.849315068
Millepora_platyphylla	Anthoathecata	Mp	MP006	10.8	Guerbet_et_al	Unknow	3.739	-14.28198866	12.8847766	87085913.04	60521739.13	1896.726087	840.823913	228.1913043	0.120307991	78949.60192	0	1.856801896	2
Millepora_platyphylla	Anthoathecata	Mp	MP007	11	Guerbet_et_al	Unknow	3.884	-13.69093622	13.39548626	98626156.86	67764705.88	1231.970588	561.0627451	175.8490196	0.142738001	120349.8957	0	1.844284571	1.980392157
Millepora_platyphylla	Anthoathecata	Mp	MP008	10.8	Guerbet_et_al	Unknow	3.379	-14.86702168	12.77438396	49459500	55666666.67	2210.260417	1220.029167	291.8145833	0.13202724	100938.241	0	2.014841085	2.458333333
Millepora_platyphylla	Anthoathecata	Mp	MP009	12.4	Guerbet_et_al	Unknow	3.587	-15.24058003	13.36846123	108145000	89200000	1890.1025	1011.54	226.1175	0.119632401	78305.39633	0	1.64169793	1.9
Millepora_platyphylla	Anthoathecata	Mp	MP010	5.8	Guerbet_et_al	Unknow	4.484	-12.46936667	12.55463695	78149500	56800000	564.28	267.7775	222.675	0.39461792	80580.41312	0	1.354897479	2.1
Millepora_tenera	Anthoathecata	Mt	MT001	5	Guerbet_et_al	Unknow	2.685	-15.60580169	19.23557619	101251762.7	106576271.2	397.0644068	99.07966102	118.4101695	0.298214011	314794.7856	0	1.665985836	1.271186441
Millepora_tenera	Anthoathecata	Mt	MT002	5.8	Guerbet_et_al	Unknow	2.758	-16.6538518	16.50631066	145552222.2	1.44E+08	1913.748889	838.9844444	567.2955556	0.296431553	225780.2573	0	1.520528795	2.177777778
Millepora_tenera	Anthoathecata	Mt	MT003	5.2	Guerbet_et_al	Unknow	2.711	-15.71052262	23.08821374	120460215.4	115692307.7	471.2661538	82.11384615	136.7153846	0.290102278	114827.3617	0	1.510554661	1.323076923
Millepora_tenera	Anthoathecata	Mt	MT004	6.7	Guerbet_et_al	Unknow	2.635	-18.26710347	14.59606754	140388500	125428571.4	1657.344643	513.1357143	362.5410714	0.218748148	161506.772	0	1.331781043	0.767857143
Millepora_tenera	Anthoathecata	Mt	MT006	11	Guerbet_et_al	Unknow	2.380445972	-13.83129441	30.86021692	73728372.88	70169491.53	866.7915254	387.8949153	208.4288136	0.240460142	205698.1986	0	1.85367303	1.728813559
Millepora_tenera	Anthoathecata	Mt	MT007	12.6	Guerbet_et_al	Unknow	3.567	-15.76846438	13.13462578	86391285.71	69714285.71	860.1339286	305.9410714	213.0767857	0.247725126	239768.473	0	1.839385958	1.964285714
Millepora_tenera	Anthoathecata	Mt	MT008	14.6	Guerbet_et_al	Unknow	3.394	-16.36284955	14.89489795	178027212.1	135030303	945.9939394	254.6030303	206.6060606	0.21840104	266019.8677	0	1.494477161	1.060606061
Millepora_tenera	Anthoathecata	Mt	MT009	13.4	Guerbet_et_al	Unknow	1.465358798	-19.36761669	21.37017643	70700400	61800000	656.6466667	180.6216667	219.0766667	0.333629451	250856.9903	0	1.707021865	1.716666667
Millepora_tenera	Anthoathecata	Mt	MT010	13	Guerbet_et_al	Unknow	3.082	-16.54130709	8.594875498	125473082	118819672.1	996.6672131	257.7967213	238.8606557	0.239659389	263839.5466	0	1.812138066	1.393442623
Heliopora_coerulea	Helioporacea	Hc	HC001	6	Guerbet_et_al	Unknow	2.235	-18.09210789	6.710572214	130454685.7	281257142.9	2208.414286	0	688.7628571	0.311881182	101048.5969	0	3.321322907	1.942857143
Heliopora_coerulea	Helioporacea	Hc	HC002	5.2	Guerbet_et_al	Unknow	2.588	-16.72375142	7.354689979	61994784.31	139450980.4	1597.819608	0	569.1764706	0.356220732	25418.95443	0	0.925152222	0.68627451
Heliopora_coerulea	Helioporacea	Hc	HC003	6.7	Guerbet_et_al	Unknow	2.678	-17.59355209	7.485035961	48034680.85	129702127.7	1705.414894	0	618.2914894	0.362546083	29039.76888	0	1.436865096	1.361702128
Heliopora_coerulea	Helioporacea	Hc	HC004	6.6	Guerbet_et_al	Unknow	3.212	-16.20009391	7.837160147	77897866.67	136400000	1314.778333	24.005	430.4716667	0.32741007	37453.15596	0	1.046294458	1.033333333
Heliopora_coerulea	Helioporacea	Hc	HC005	6	Guerbet_et_al	Unknow	2.828	-16.03698102	8.178141951	72632212.77	139829787.2	1045.317021	31.92340426	290.4106383	0.277820635	44838.12383	0	1.32662405	1.936170213
Heliopora_coerulea	Helioporacea	Hc	HC006	13.4	Guerbet_et_al	Unknow	4.46	-17.57564307	8.016200903	195806307.7	1.98E+08	1129.636538	355.9846154	303.7326923	0.268876477	274122.7205	0	1.856688781	1.75
Heliopora_coerulea	Helioporacea	Hc	HC007	13.4	Guerbet_et_al	Unknow	5.133	-19.84313192	4.660230476	269504938.8	232163265.3	1917.771429	1350.516327	299.7673469	0.156310258	222502.1629	0	1.782087757	1.163265306
Heliopora_coerulea	Helioporacea	Hc	HC008	13.7	Guerbet_et_al	Unknow	3.781	-17.31567221	7.858478948	254234000	208484848.5	2828.066667	484.4242424	360.5636364	0.127494744	307850.2586	0	1.402113044	3.545454545
Heliopora_coerulea	Helioporacea	Hc	HC009	18.1	Guerbet_et_al	Unknow	4.402	-19.23385587	9.283000619	228499363.6	165090909.1	1157.043182	446.1772727	330.9295455	0.286013133	325240.8539	0	1.548428395	2.113636364
Heliopora_coerulea	Helioporacea	Hc	HC010	11.1	Guerbet_et_al	Unknow	3.817	-16.83501364	7.767289733	239126000	229333333.3	2636.793333	1126.926667	576.6866667	0.218707572	207555.6963	0	1.540295733	0.733333333
Pocillopora_verrucosa	Scleractinia	Pv	PV001	5.9	Guerbet_et_al	Unknow	3.744	-18.83686709	7.119677263	238472750	218800000	308.835	42.5625	140.93	0.456327813	238417.4586	0	2.467605122	0.725
Pocillopora_verrucosa	Scleractinia	Pv	PV002	6.4	Guerbet_et_al	Unknow	3.805	-17.23455503	7.706139024	368475181.8	374545454.5	1081.235227	391.1988636	192.0806818	0.177649301	234320.0969	0	1.918294756	0.534090909
Pocillopora_verrucosa	Scleractinia	Pv	PV003	6.8	Guerbet_et_al	Unknow	3.455	-17.54878834	7.220439196	270200227.8	345316455.7	211.2316456	2.253164557	77.72025316	0.367938492	270249.5584	0	1.949353927	2.025316456
Pocillopora_verrucosa	Scleractinia	Pv	PV004	7.5	Guerbet_et_al	Unknow	4.332	-17.7607074	8.864636682	198851024.4	229512195.1	182.3719512	25.56219512	61.13292683	0.335210137	228051.5761	0	2.078507181	0.5
Pocillopora_verrucosa	Scleractinia	Pv	PV005	7.2	Guerbet_et_al	Unknow	4.336	-17.25279047	8.998168739	365693924.5	487094339.6	614.5773585	158.590566	151.509434	0.246526221	390815.7941	0	2.149010465	1.075471698
Pocillopora_verrucosa	Scleractinia	Pv	PV006	6.7	Guerbet_et_al	Unknow	4.762	-17.2982851	7.882607333	353502821.9	398904109.6	420.0041096	27.08630137	126.4534247	0.301076637	306742.5183	0	2.316592265	0.794520548
Pocillopora_verrucosa	Scleractinia	Pv	PV007	6.2	Guerbet_et_al	Unknow	4.557	-18.0434392	8.434481438	418267697	435757575.8	299.1545455	7.145454545	94.40909091	0.315586349	317404.8845	0	2.294942898	0.878787879
Pocillopora_verrucosa	Scleractinia	Pv	PV008	4.8	Guerbet_et_al	Unknow	3.889	-17.53899472	7.394909337	389782857.1	423428571.4	533.9238095	56.71547619	197.2404762	0.369416896	274497.9804	0	2.434234599	0.345238095
Pocillopora_verrucosa	Scleractinia	Pv	PV009	5.8	Guerbet_et_al	Unknow	4.329	-18.01950229	7.706655164	411636098.4	518557377	197.9508197	0	54.19344262	0.273772257	261192.8941	0	2.14081594	1.278688525
Pocillopora_verrucosa	Scleractinia	Pv	PV010	6	Guerbet_et_al	Unknow	4.122	-18.06023653	7.541896198	244286631.6	234210526.3	183.3236842	25.00921053	77.38947368	0.42214662	286436.202	0	1.90080819	0.5
Psammocora_profundacella	Scleractinia	Pp	PM001	5.9	Guerbet_et_al	LQ_P.profundacella	3.435	-15.86761194	6.352917216	157762392.2	151764705.9	762.0196078	247.2823529	160.2470588	0.210292566	155827.9147	0	1.445792797	1.470588235
Psammocora_profundacella	Scleractinia	Pp	PM004	6.2	Guerbet_et_al	LQ_P.profundacella	3.983	-17.61849977	5.540896718	89524901.96	68235294.12	1690.358824	407.1705882	259.9352941	0.153775217	62236.2133	0	1.372515608	1.058823529
Psammocora_profundacella	Scleractinia	Pp	PM009	5.4	Guerbet_et_al	LQ_P.profundacella	3.746	-15.90672026	5.711957928	342873122	249365853.7	2252.17561	351.2512195	701.995122	0.311696441	244892.7829	0	1.66871134	1.902439024
Psammocora_profundacella	Scleractinia	Pp	PM010	5.8	Guerbet_et_al	LQ_P.profundacella	3.113	-16.36586677	6.298109082	148647142.9	111584415.6	1218.781818	242.2987013	361.5662338	0.296661985	121912.5208	0	2.094719125	0.753246753
Psammocora_profundacella	Scleractinia	Pp	PM013	7.5	Guerbet_et_al	LQ_P.profundacella	3.243	-17.76445895	6.407585132	143285254.2	140474576.3	1702.772881	362.9305085	493.9220339	0.290069239	275400.3697	0	0	0.644067797
Stylophora_pistillata	Scleractinia	Sp	SP001	5.5	Guerbet_et_al	GI_S.pistillata	3.48	-16.31351794	10.1463818	373632752.3	375779816.5	281.4146789	32.12385321	70.65688073	0.251077453	548222.9006	0	2.532765519	0.449541284
Stylophora_pistillata	Scleractinia	Sp	SP002	4.7	Guerbet_et_al	GI_S.pistillata	3.494	-15.98111307	9.928375006	375263012.7	297215189.9	468.9898734	42.7	123.0227848	0.262314373	203049.9525	0	2.270275781	0.848101266
Stylophora_pistillata	Scleractinia	Sp	SP004	5	Guerbet_et_al	GI_S.pistillata	3.811	-16.32436482	8.367671631	324461365.9	287317073.2	1234.246341	218.4536585	337.4317073	0.273390891	204522.2635	0	1.928219739	0.719512195
Stylophora_pistillata	Scleractinia	Sp	SP005	5.3	Guerbet_et_al	GI_S.pistillata	3.949	-15.3917843	9.404301015	282366229.9	290114942.5	399.9241379	60.8137931	165.4183908	0.413624423	206175.9377	0	2.132531949	0.931034483
Stylophora_pistillata	Scleractinia	Sp	SP006	3.4	Guerbet_et_al	NT_S.pistillata	6.736	-16.41094176	6.413235917	325462179.1	292537313.4	1044.152239	157.6820896	540.0358209	0.517200271	148337.3652	0	1.926995996	1.388059701
Stylophora_pistillata	Scleractinia	Sp	SP007	3.2	Guerbet_et_al	NT_S.pistillata	6.524	-16.0118107	6.112399863	229760666.7	1.92E+08	1557.711765	118.6392157	505.0254902	0.324209845	222027.2655	0	1.791554977	0.980392157
Stylophora_pistillata	Scleractinia	Sp	SP008	3	Guerbet_et_al	NT_S.pistillata	6.22	-16.25372285	8.053708536	750899886.8	673811320.8	1090.3	57.16037736	460.3528302	0.422225837	132530.9122	0	1.728948225	1.283018868
Stylophora_pistillata	Scleractinia	Sp	SP009	3	Guerbet_et_al	NT_S.pistillata	6.644	-16.30932593	6.161008813	780082571.4	603428571.4	770.0214286	4.801428571	330.6557143	0.429411055	221029.6819	0	1.588124551	1.042857143
Stylophora_pistillata	Scleractinia	Sp	SP010	3	Guerbet_et_al	NT_S.pistillata	6.977	-16.65269982	6.434160669	518127290.3	382580645.2	429.4860215	8.351612903	148.283871	0.345258899	197009.2891	0	1.69114176	0.559139785
Palythoa_tuberculosa	Zoantharia	Pt	PT001	10	Guerbet_et_al	Unknow	6.826	-17.78989307	4.560275887	24959466.67	23066666.67	63.00166667	0	17.46166667	0.27716198	42331.27251	3.483333333	0	0.866666667
Palythoa_tuberculosa	Zoantharia	Pt	PT002	10	Guerbet_et_al	Unknow	6.978	-18.74385291	5.003970489	78554190.48	80380952.38	201.8047619	0	54.76666667	0.271384412	469563.04	5.476190476	0	2.047619048
Palythoa_tuberculosa	Zoantharia	Pt	PT003	10	Guerbet_et_al	Unknow	6.686	-18.65762668	4.825567148	42481285.71	4.40E+07	146.6	0	30.2	0.206002729	193817.5438	5.214285714	0	1.714285714
Palythoa_tuberculosa	Zoantharia	Pt	PT004	8	Guerbet_et_al	Unknow	4.224	-16.265066	6.234072165	22493183.67	19040816.33	25.9244898	0	8.16122449	0.314807526	49403.91389	2.959183673	0	1.204081633
Palythoa_tuberculosa	Zoantharia	Pt	PT005	8	Guerbet_et_al	Unknow	4.334	-15.35267506	6.199670935	4471589.041	3342465.753	7.661643836	0.949315068	6.850684932	0.894153406	66379.23842	1.945205479	0	0.876712329
Palythoa_tuberculosa	Zoantharia	Pt	PT006	7.7	Guerbet_et_al	Unknow	5.121	-15.48738109	7.633577789	23365063.83	18212765.96	14.07659574	4.227659574	13.88510638	0.986396614	26628.97843	4.531914894	0	1.893617021
Palythoa_tuberculosa	Zoantharia	Pt	PT007	7.8	Guerbet_et_al	Unknow	4.354	-15.8974338	6.65203992	26632352.94	22980392.16	16.24901961	0	2.515686275	0.154820804	52648.5693	4.019607843	0	1.803921569
Palythoa_tuberculosa	Zoantharia	Pt	PT008	10	Guerbet_et_al	Unknow	4.051	-15.79255016	6.618646768	22334857.14	17333333.33	11.65238095	0	0.219047619	0.018798529	44945.01343	2.738095238	0	1.333333333
Palythoa_tuberculosa	Zoantharia	Pt	PT009	10	Guerbet_et_al	Unknow	4.312	-14.67036181	7.163841956	23414078.43	18039215.69	18.25490196	0	5.505882353	0.301611171	30849.07508	4.352941176	0	1.392156863
Palythoa_tuberculosa	Zoantharia	Pt	PT010	10	Guerbet_et_al	Unknow	3.85	-17.61373418	6.380981652	19326000	12214285.71	25.08928571	0	3.821428571	0.152313167	32788.27859	5.267857143	0	1.464285714
